record_id,category,subcategory,brand,product_line,variant,model_name,production_year,generation_tag,launch_year_est,end_year_est,tier,price_usd_msrp_est,egypt_original_price_egp_est,egypt_current_replacement_price_egp_est,egypt_direct_price_egp_if_seen,usd_egp_rate_used,egypt_import_retail_multiplier,price_source_type,confidence,global_source_url,egypt_source_url,aliases_for_fuzzy_matching,training_use_note,notes
TCAT-002476,Racket,Adult performance,Prince,Tour,O3 100,Prince Tour O3 100,2022,2022-2023 generation,2018,2026,all-round,214.01,5250,16200,,19.16,1.28,Estimated from international MSRP/reference + Egypt FX/import multiplier,medium,https://www.tennis-warehouse.com/racfinder.html,,Prince Tour; Prince Tour O3 100; Tour O3 100; prince tour o3 100; tour o3 100,Use as market-reference/original-price feature seed; not a used-sale target row.,Historical price is estimated by year FX and MSRP trend; not a scraped invoice.
TCAT-002477,Racket,Adult performance,Prince,Tour,O3 100,Prince Tour O3 100,2023,2022-2023 generation,2018,2026,all-round,220.0,8700,16200,,30.9,1.28,Estimated from international MSRP/reference + Egypt FX/import multiplier,medium,https://www.tennis-warehouse.com/racfinder.html,,Prince Tour; Prince Tour O3 100; Tour O3 100; prince tour o3 100; tour o3 100,Use as market-reference/original-price feature seed; not a used-sale target row.,Historical price is estimated by year FX and MSRP trend; not a scraped invoice.
TCAT-002478,Racket,Adult performance,Prince,Tour,O3 100,Prince Tour O3 100,2024,2024-2025 generation,2018,2026,all-round,226.16,13800,16200,,47.7,1.28,Estimated from international MSRP/reference + Egypt FX/import multiplier,medium,https://www.tennis-warehouse.com/racfinder.html,,Prince Tour; Prince Tour O3 100; Tour O3 100; prince tour o3 100; tour o3 100,Use as market-reference/original-price feature seed; not a used-sale target row.,Historical price is estimated by year FX and MSRP trend; not a scraped invoice.
TCAT-002479,Racket,Adult performance,Prince,Tour,O3 100,Prince Tour O3 100,2025,2024-2025 generation,2018,2026,all-round,232.49,14750,16200,,49.5,1.28,Estimated from international MSRP/reference + Egypt FX/import multiplier,medium,https://www.tennis-warehouse.com/racfinder.html,,Prince Tour; Prince Tour O3 100; Tour O3 100; prince tour o3 100; tour o3 100,Use as market-reference/original-price feature seed; not a used-sale target row.,Historical price is estimated by year FX and MSRP trend; not a scraped invoice.
TCAT-002480,Racket,Adult performance,Prince,Tour,O3 100,Prince Tour O3 100,2026,2026 generation/current,2018,2026,all-round,239.0,16200,16200,,52.97,1.28,Estimated from international MSRP/reference + Egypt FX/import multiplier,medium,https://www.tennis-warehouse.com/racfinder.html,,Prince Tour; Prince Tour O3 100; Tour O3 100; prince tour o3 100; tour o3 100,Use as market-reference/original-price feature seed; not a used-sale target row.,
TCAT-002481,Racket,Adult recreational,Prince,Warrior,100,Prince Warrior 100,2018,2018-2019 generation,2018,2026,entry,127.48,2900,10800,,17.86,1.28,Estimated from international MSRP/reference + Egypt FX/import multiplier,medium,https://www.tennis-warehouse.com/racfinder.html,,Prince Warrior; Prince Warrior 100; Warrior 100; prince warrior 100; warrior 100,Use as market-reference/original-price feature seed; not a used-sale target row.,Historical price is estimated by year FX and MSRP trend; not a scraped invoice.
TCAT-002482,Racket,Adult recreational,Prince,Warrior,100,Prince Warrior 100,2019,2018-2019 generation,2018,2026,entry,131.05,2800,10800,,16.77,1.28,Estimated from international MSRP/reference + Egypt FX/import multiplier,medium,https://www.tennis-warehouse.com/racfinder.html,,Prince Warrior; Prince Warrior 100; Warrior 100; prince warrior 100; warrior 100,Use as market-reference/original-price feature seed; not a used-sale target row.,Historical price is estimated by year FX and MSRP trend; not a scraped invoice.
TCAT-002483,Racket,Adult recreational,Prince,Warrior,100,Prince Warrior 100,2020,2020-2021 generation,2018,2026,entry,134.72,2700,10800,,15.75,1.28,Estimated from international MSRP/reference + Egypt FX/import multiplier,medium,https://www.tennis-warehouse.com/racfinder.html,,Prince Warrior; Prince Warrior 100; Warrior 100; prince warrior 100; warrior 100,Use as market-reference/original-price feature seed; not a used-sale target row.,Historical price is estimated by year FX and MSRP trend; not a scraped invoice.
TCAT-002484,Racket,Adult recreational,Prince,Warrior,100,Prince Warrior 100,2021,2020-2021 generation,2018,2026,entry,138.49,2800,10800,,15.68,1.28,Estimated from international MSRP/reference + Egypt FX/import multiplier,medium,https://www.tennis-warehouse.com/racfinder.html,,Prince Warrior; Prince Warrior 100; Warrior 100; prince warrior 100; warrior 100,Use as market-reference/original-price feature seed; not a used-sale target row.,Historical price is estimated by year FX and MSRP trend; not a scraped invoice.
TCAT-002485,Racket,Adult recreational,Prince,Warrior,100,Prince Warrior 100,2022,2022-2023 generation,2018,2026,entry,142.37,3500,10800,,19.16,1.28,Estimated from international MSRP/reference + Egypt FX/import multiplier,medium,https://www.tennis-warehouse.com/racfinder.html,,Prince Warrior; Prince Warrior 100; Warrior 100; prince warrior 100; warrior 100,Use as market-reference/original-price feature seed; not a used-sale target row.,Historical price is estimated by year FX and MSRP trend; not a scraped invoice.
TCAT-002486,Racket,Adult recreational,Prince,Warrior,100,Prince Warrior 100,2023,2022-2023 generation,2018,2026,entry,146.36,5800,10800,,30.9,1.28,Estimated from international MSRP/reference + Egypt FX/import multiplier,medium,https://www.tennis-warehouse.com/racfinder.html,,Prince Warrior; Prince Warrior 100; Warrior 100; prince warrior 100; warrior 100,Use as market-reference/original-price feature seed; not a used-sale target row.,Historical price is estimated by year FX and MSRP trend; not a scraped invoice.
TCAT-002487,Racket,Adult recreational,Prince,Warrior,100,Prince Warrior 100,2024,2024-2025 generation,2018,2026,entry,150.46,9200,10800,,47.7,1.28,Estimated from international MSRP/reference + Egypt FX/import multiplier,medium,https://www.tennis-warehouse.com/racfinder.html,,Prince Warrior; Prince Warrior 100; Warrior 100; prince warrior 100; warrior 100,Use as market-reference/original-price feature seed; not a used-sale target row.,Historical price is estimated by year FX and MSRP trend; not a scraped invoice.
TCAT-002488,Racket,Adult recreational,Prince,Warrior,100,Prince Warrior 100,2025,2024-2025 generation,2018,2026,entry,154.67,9800,10800,,49.5,1.28,Estimated from international MSRP/reference + Egypt FX/import multiplier,medium,https://www.tennis-warehouse.com/racfinder.html,,Prince Warrior; Prince Warrior 100; Warrior 100; prince warrior 100; warrior 100,Use as market-reference/original-price feature seed; not a used-sale target row.,Historical price is estimated by year FX and MSRP trend; not a scraped invoice.
TCAT-002489,Racket,Adult recreational,Prince,Warrior,100,Prince Warrior 100,2026,2026 generation/current,2018,2026,entry,159.0,10800,10800,,52.97,1.28,Estimated from international MSRP/reference + Egypt FX/import multiplier,medium,https://www.tennis-warehouse.com/racfinder.html,,Prince Warrior; Prince Warrior 100; Warrior 100; prince warrior 100; warrior 100,Use as market-reference/original-price feature seed; not a used-sale target row.,
TCAT-002490,Racket,Adult recreational,Prince,Warrior,107,Prince Warrior 107,2018,2018-2019 generation,2018,2026,entry,117.28,2700,9900,,17.86,1.28,Estimated from international MSRP/reference + Egypt FX/import multiplier,medium,https://www.tennis-warehouse.com/racfinder.html,,Prince Warrior; Prince Warrior 107; Warrior 107; prince warrior 107; warrior 107,Use as market-reference/original-price feature seed; not a used-sale target row.,Historical price is estimated by year FX and MSRP trend; not a scraped invoice.
TCAT-002491,Racket,Adult recreational,Prince,Warrior,107,Prince Warrior 107,2019,2018-2019 generation,2018,2026,entry,120.57,2600,9900,,16.77,1.28,Estimated from international MSRP/reference + Egypt FX/import multiplier,medium,https://www.tennis-warehouse.com/racfinder.html,,Prince Warrior; Prince Warrior 107; Warrior 107; prince warrior 107; warrior 107,Use as market-reference/original-price feature seed; not a used-sale target row.,Historical price is estimated by year FX and MSRP trend; not a scraped invoice.
TCAT-002492,Racket,Adult recreational,Prince,Warrior,107,Prince Warrior 107,2020,2020-2021 generation,2018,2026,entry,123.94,2500,9900,,15.75,1.28,Estimated from international MSRP/reference + Egypt FX/import multiplier,medium,https://www.tennis-warehouse.com/racfinder.html,,Prince Warrior; Prince Warrior 107; Warrior 107; prince warrior 107; warrior 107,Use as market-reference/original-price feature seed; not a used-sale target row.,Historical price is estimated by year FX and MSRP trend; not a scraped invoice.
TCAT-002493,Racket,Adult recreational,Prince,Warrior,107,Prince Warrior 107,2021,2020-2021 generation,2018,2026,entry,127.41,2550,9900,,15.68,1.28,Estimated from international MSRP/reference + Egypt FX/import multiplier,medium,https://www.tennis-warehouse.com/racfinder.html,,Prince Warrior; Prince Warrior 107; Warrior 107; prince warrior 107; warrior 107,Use as market-reference/original-price feature seed; not a used-sale target row.,Historical price is estimated by year FX and MSRP trend; not a scraped invoice.
TCAT-002494,Racket,Adult recreational,Prince,Warrior,107,Prince Warrior 107,2022,2022-2023 generation,2018,2026,entry,130.98,3200,9900,,19.16,1.28,Estimated from international MSRP/reference + Egypt FX/import multiplier,medium,https://www.tennis-warehouse.com/racfinder.html,,Prince Warrior; Prince Warrior 107; Warrior 107; prince warrior 107; warrior 107,Use as market-reference/original-price feature seed; not a used-sale target row.,Historical price is estimated by year FX and MSRP trend; not a scraped invoice.
TCAT-002495,Racket,Adult recreational,Prince,Warrior,107,Prince Warrior 107,2023,2022-2023 generation,2018,2026,entry,134.65,5350,9900,,30.9,1.28,Estimated from international MSRP/reference + Egypt FX/import multiplier,medium,https://www.tennis-warehouse.com/racfinder.html,,Prince Warrior; Prince Warrior 107; Warrior 107; prince warrior 107; warrior 107,Use as market-reference/original-price feature seed; not a used-sale target row.,Historical price is estimated by year FX and MSRP trend; not a scraped invoice.
TCAT-002496,Racket,Adult recreational,Prince,Warrior,107,Prince Warrior 107,2024,2024-2025 generation,2018,2026,entry,138.42,8450,9900,,47.7,1.28,Estimated from international MSRP/reference + Egypt FX/import multiplier,medium,https://www.tennis-warehouse.com/racfinder.html,,Prince Warrior; Prince Warrior 107; Warrior 107; prince warrior 107; warrior 107,Use as market-reference/original-price feature seed; not a used-sale target row.,Historical price is estimated by year FX and MSRP trend; not a scraped invoice.
TCAT-002497,Racket,Adult recreational,Prince,Warrior,107,Prince Warrior 107,2025,2024-2025 generation,2018,2026,entry,142.3,9000,9900,,49.5,1.28,Estimated from international MSRP/reference + Egypt FX/import multiplier,medium,https://www.tennis-warehouse.com/racfinder.html,,Prince Warrior; Prince Warrior 107; Warrior 107; prince warrior 107; warrior 107,Use as market-reference/original-price feature seed; not a used-sale target row.,Historical price is estimated by year FX and MSRP trend; not a scraped invoice.
TCAT-002498,Racket,Adult recreational,Prince,Warrior,107,Prince Warrior 107,2026,2026 generation/current,2018,2026,entry,146.28,9900,9900,,52.97,1.28,Estimated from international MSRP/reference + Egypt FX/import multiplier,medium,https://www.tennis-warehouse.com/racfinder.html,,Prince Warrior; Prince Warrior 107; Warrior 107; prince warrior 107; warrior 107,Use as market-reference/original-price feature seed; not a used-sale target row.,
TCAT-002499,Racket,Adult recreational,Prince,Warrior,Team,Prince Warrior Team,2018,2018-2019 generation,2018,2026,entry,109.64,2500,9250,,17.86,1.28,Estimated from international MSRP/reference + Egypt FX/import multiplier,medium,https://www.tennis-warehouse.com/racfinder.html,,Prince Warrior; Prince Warrior Team; Warrior Team; prince warrior team; warrior team,Use as market-reference/original-price feature seed; not a used-sale target row.,Historical price is estimated by year FX and MSRP trend; not a scraped invoice.
TCAT-002500,Racket,Adult recreational,Prince,Warrior,Team,Prince Warrior Team,2019,2018-2019 generation,2018,2026,entry,112.71,2400,9250,,16.77,1.28,Estimated from international MSRP/reference + Egypt FX/import multiplier,medium,https://www.tennis-warehouse.com/racfinder.html,,Prince Warrior; Prince Warrior Team; Warrior Team; prince warrior team; warrior team,Use as market-reference/original-price feature seed; not a used-sale target row.,Historical price is estimated by year FX and MSRP trend; not a scraped invoice.
TCAT-002501,Racket,Adult recreational,Prince,Warrior,Team,Prince Warrior Team,2020,2020-2021 generation,2018,2026,entry,115.86,2350,9250,,15.75,1.28,Estimated from international MSRP/reference + Egypt FX/import multiplier,medium,https://www.tennis-warehouse.com/racfinder.html,,Prince Warrior; Prince Warrior Team; Warrior Team; prince warrior team; warrior team,Use as market-reference/original-price feature seed; not a used-sale target row.,Historical price is estimated by year FX and MSRP trend; not a scraped invoice.
TCAT-002502,Racket,Adult recreational,Prince,Warrior,Team,Prince Warrior Team,2021,2020-2021 generation,2018,2026,entry,119.11,2400,9250,,15.68,1.28,Estimated from international MSRP/reference + Egypt FX/import multiplier,medium,https://www.tennis-warehouse.com/racfinder.html,,Prince Warrior; Prince Warrior Team; Warrior Team; prince warrior team; warrior team,Use as market-reference/original-price feature seed; not a used-sale target row.,Historical price is estimated by year FX and MSRP trend; not a scraped invoice.
TCAT-002503,Racket,Adult recreational,Prince,Warrior,Team,Prince Warrior Team,2022,2022-2023 generation,2018,2026,entry,122.44,3000,9250,,19.16,1.28,Estimated from international MSRP/reference + Egypt FX/import multiplier,medium,https://www.tennis-warehouse.com/racfinder.html,,Prince Warrior; Prince Warrior Team; Warrior Team; prince warrior team; warrior team,Use as market-reference/original-price feature seed; not a used-sale target row.,Historical price is estimated by year FX and MSRP trend; not a scraped invoice.
TCAT-002504,Racket,Adult recreational,Prince,Warrior,Team,Prince Warrior Team,2023,2022-2023 generation,2018,2026,entry,125.87,5000,9250,,30.9,1.28,Estimated from international MSRP/reference + Egypt FX/import multiplier,medium,https://www.tennis-warehouse.com/racfinder.html,,Prince Warrior; Prince Warrior Team; Warrior Team; prince warrior team; warrior team,Use as market-reference/original-price feature seed; not a used-sale target row.,Historical price is estimated by year FX and MSRP trend; not a scraped invoice.
TCAT-002505,Racket,Adult recreational,Prince,Warrior,Team,Prince Warrior Team,2024,2024-2025 generation,2018,2026,entry,129.39,7900,9250,,47.7,1.28,Estimated from international MSRP/reference + Egypt FX/import multiplier,medium,https://www.tennis-warehouse.com/racfinder.html,,Prince Warrior; Prince Warrior Team; Warrior Team; prince warrior team; warrior team,Use as market-reference/original-price feature seed; not a used-sale target row.,Historical price is estimated by year FX and MSRP trend; not a scraped invoice.
TCAT-002506,Racket,Adult recreational,Prince,Warrior,Team,Prince Warrior Team,2025,2024-2025 generation,2018,2026,entry,133.02,8450,9250,,49.5,1.28,Estimated from international MSRP/reference + Egypt FX/import multiplier,medium,https://www.tennis-warehouse.com/racfinder.html,,Prince Warrior; Prince Warrior Team; Warrior Team; prince warrior team; warrior team,Use as market-reference/original-price feature seed; not a used-sale target row.,Historical price is estimated by year FX and MSRP trend; not a scraped invoice.
TCAT-002507,Racket,Adult recreational,Prince,Warrior,Team,Prince Warrior Team,2026,2026 generation/current,2018,2026,entry,136.74,9250,9250,,52.97,1.28,Estimated from international MSRP/reference + Egypt FX/import multiplier,medium,https://www.tennis-warehouse.com/racfinder.html,,Prince Warrior; Prince Warrior Team; Warrior Team; prince warrior team; warrior team,Use as market-reference/original-price feature seed; not a used-sale target row.,
TCAT-002508,Racket,Entry/recreational,Pro's Pro,Art of War,Art of War,Pro's Pro Art of War Art of War,2018,2018-2019 generation,2018,2026,value,103.43,2350,8750,,17.86,1.28,Estimated from international MSRP/reference + Egypt FX/import multiplier,low-medium,https://www.tennis-warehouse.com/racfinder.html,,Art of War Art of War; Pro's Pro Art of War; Pro's Pro Art of War Art of War; art of war art of war; pro's pro art of war art of war,Use as market-reference/original-price feature seed; not a used-sale target row.,Historical price is estimated by year FX and MSRP trend; not a scraped invoice.
TCAT-002509,Racket,Entry/recreational,Pro's Pro,Art of War,Art of War,Pro's Pro Art of War Art of War,2019,2018-2019 generation,2018,2026,value,106.33,2300,8750,,16.77,1.28,Estimated from international MSRP/reference + Egypt FX/import multiplier,low-medium,https://www.tennis-warehouse.com/racfinder.html,,Art of War Art of War; Pro's Pro Art of War; Pro's Pro Art of War Art of War; art of war art of war; pro's pro art of war art of war,Use as market-reference/original-price feature seed; not a used-sale target row.,Historical price is estimated by year FX and MSRP trend; not a scraped invoice.
TCAT-002510,Racket,Entry/recreational,Pro's Pro,Art of War,Art of War,Pro's Pro Art of War Art of War,2020,2020-2021 generation,2018,2026,value,109.3,2200,8750,,15.75,1.28,Estimated from international MSRP/reference + Egypt FX/import multiplier,low-medium,https://www.tennis-warehouse.com/racfinder.html,,Art of War Art of War; Pro's Pro Art of War; Pro's Pro Art of War Art of War; art of war art of war; pro's pro art of war art of war,Use as market-reference/original-price feature seed; not a used-sale target row.,Historical price is estimated by year FX and MSRP trend; not a scraped invoice.
TCAT-002511,Racket,Entry/recreational,Pro's Pro,Art of War,Art of War,Pro's Pro Art of War Art of War,2021,2020-2021 generation,2018,2026,value,112.36,2250,8750,,15.68,1.28,Estimated from international MSRP/reference + Egypt FX/import multiplier,low-medium,https://www.tennis-warehouse.com/racfinder.html,,Art of War Art of War; Pro's Pro Art of War; Pro's Pro Art of War Art of War; art of war art of war; pro's pro art of war art of war,Use as market-reference/original-price feature seed; not a used-sale target row.,Historical price is estimated by year FX and MSRP trend; not a scraped invoice.
TCAT-002512,Racket,Entry/recreational,Pro's Pro,Art of War,Art of War,Pro's Pro Art of War Art of War,2022,2022-2023 generation,2018,2026,value,115.51,2850,8750,,19.16,1.28,Estimated from international MSRP/reference + Egypt FX/import multiplier,low-medium,https://www.tennis-warehouse.com/racfinder.html,,Art of War Art of War; Pro's Pro Art of War; Pro's Pro Art of War Art of War; art of war art of war; pro's pro art of war art of war,Use as market-reference/original-price feature seed; not a used-sale target row.,Historical price is estimated by year FX and MSRP trend; not a scraped invoice.
TCAT-002513,Racket,Entry/recreational,Pro's Pro,Art of War,Art of War,Pro's Pro Art of War Art of War,2023,2022-2023 generation,2018,2026,value,118.74,4700,8750,,30.9,1.28,Estimated from international MSRP/reference + Egypt FX/import multiplier,low-medium,https://www.tennis-warehouse.com/racfinder.html,,Art of War Art of War; Pro's Pro Art of War; Pro's Pro Art of War Art of War; art of war art of war; pro's pro art of war art of war,Use as market-reference/original-price feature seed; not a used-sale target row.,Historical price is estimated by year FX and MSRP trend; not a scraped invoice.
TCAT-002514,Racket,Entry/recreational,Pro's Pro,Art of War,Art of War,Pro's Pro Art of War Art of War,2024,2024-2025 generation,2018,2026,value,122.07,7450,8750,,47.7,1.28,Estimated from international MSRP/reference + Egypt FX/import multiplier,low-medium,https://www.tennis-warehouse.com/racfinder.html,,Art of War Art of War; Pro's Pro Art of War; Pro's Pro Art of War Art of War; art of war art of war; pro's pro art of war art of war,Use as market-reference/original-price feature seed; not a used-sale target row.,Historical price is estimated by year FX and MSRP trend; not a scraped invoice.
TCAT-002515,Racket,Entry/recreational,Pro's Pro,Art of War,Art of War,Pro's Pro Art of War Art of War,2025,2024-2025 generation,2018,2026,value,125.49,7950,8750,,49.5,1.28,Estimated from international MSRP/reference + Egypt FX/import multiplier,low-medium,https://www.tennis-warehouse.com/racfinder.html,,Art of War Art of War; Pro's Pro Art of War; Pro's Pro Art of War Art of War; art of war art of war; pro's pro art of war art of war,Use as market-reference/original-price feature seed; not a used-sale target row.,Historical price is estimated by year FX and MSRP trend; not a scraped invoice.
TCAT-002516,Racket,Entry/recreational,Pro's Pro,Art of War,Art of War,Pro's Pro Art of War Art of War,2026,2026 generation/current,2018,2026,value,129.0,8750,8750,,52.97,1.28,Estimated from international MSRP/reference + Egypt FX/import multiplier,low-medium,https://www.tennis-warehouse.com/racfinder.html,,Art of War Art of War; Pro's Pro Art of War; Pro's Pro Art of War Art of War; art of war art of war; pro's pro art of war art of war,Use as market-reference/original-price feature seed; not a used-sale target row.,
TCAT-002517,Racket,Entry/recreational,Pro's Pro,Art of War,Sixx,Pro's Pro Art of War Sixx,2018,2018-2019 generation,2018,2026,value,103.43,2350,8750,,17.86,1.28,Estimated from international MSRP/reference + Egypt FX/import multiplier,low-medium,https://www.tennis-warehouse.com/racfinder.html,,Art of War Sixx; Pro's Pro Art of War; Pro's Pro Art of War Sixx; art of war sixx; pro's pro art of war sixx,Use as market-reference/original-price feature seed; not a used-sale target row.,Historical price is estimated by year FX and MSRP trend; not a scraped invoice.
TCAT-002518,Racket,Entry/recreational,Pro's Pro,Art of War,Sixx,Pro's Pro Art of War Sixx,2019,2018-2019 generation,2018,2026,value,106.33,2300,8750,,16.77,1.28,Estimated from international MSRP/reference + Egypt FX/import multiplier,low-medium,https://www.tennis-warehouse.com/racfinder.html,,Art of War Sixx; Pro's Pro Art of War; Pro's Pro Art of War Sixx; art of war sixx; pro's pro art of war sixx,Use as market-reference/original-price feature seed; not a used-sale target row.,Historical price is estimated by year FX and MSRP trend; not a scraped invoice.
TCAT-002519,Racket,Entry/recreational,Pro's Pro,Art of War,Sixx,Pro's Pro Art of War Sixx,2020,2020-2021 generation,2018,2026,value,109.3,2200,8750,,15.75,1.28,Estimated from international MSRP/reference + Egypt FX/import multiplier,low-medium,https://www.tennis-warehouse.com/racfinder.html,,Art of War Sixx; Pro's Pro Art of War; Pro's Pro Art of War Sixx; art of war sixx; pro's pro art of war sixx,Use as market-reference/original-price feature seed; not a used-sale target row.,Historical price is estimated by year FX and MSRP trend; not a scraped invoice.
TCAT-002520,Racket,Entry/recreational,Pro's Pro,Art of War,Sixx,Pro's Pro Art of War Sixx,2021,2020-2021 generation,2018,2026,value,112.36,2250,8750,,15.68,1.28,Estimated from international MSRP/reference + Egypt FX/import multiplier,low-medium,https://www.tennis-warehouse.com/racfinder.html,,Art of War Sixx; Pro's Pro Art of War; Pro's Pro Art of War Sixx; art of war sixx; pro's pro art of war sixx,Use as market-reference/original-price feature seed; not a used-sale target row.,Historical price is estimated by year FX and MSRP trend; not a scraped invoice.
TCAT-002521,Racket,Entry/recreational,Pro's Pro,Art of War,Sixx,Pro's Pro Art of War Sixx,2022,2022-2023 generation,2018,2026,value,115.51,2850,8750,,19.16,1.28,Estimated from international MSRP/reference + Egypt FX/import multiplier,low-medium,https://www.tennis-warehouse.com/racfinder.html,,Art of War Sixx; Pro's Pro Art of War; Pro's Pro Art of War Sixx; art of war sixx; pro's pro art of war sixx,Use as market-reference/original-price feature seed; not a used-sale target row.,Historical price is estimated by year FX and MSRP trend; not a scraped invoice.
TCAT-002522,Racket,Entry/recreational,Pro's Pro,Art of War,Sixx,Pro's Pro Art of War Sixx,2023,2022-2023 generation,2018,2026,value,118.74,4700,8750,,30.9,1.28,Estimated from international MSRP/reference + Egypt FX/import multiplier,low-medium,https://www.tennis-warehouse.com/racfinder.html,,Art of War Sixx; Pro's Pro Art of War; Pro's Pro Art of War Sixx; art of war sixx; pro's pro art of war sixx,Use as market-reference/original-price feature seed; not a used-sale target row.,Historical price is estimated by year FX and MSRP trend; not a scraped invoice.
TCAT-002523,Racket,Entry/recreational,Pro's Pro,Art of War,Sixx,Pro's Pro Art of War Sixx,2024,2024-2025 generation,2018,2026,value,122.07,7450,8750,,47.7,1.28,Estimated from international MSRP/reference + Egypt FX/import multiplier,low-medium,https://www.tennis-warehouse.com/racfinder.html,,Art of War Sixx; Pro's Pro Art of War; Pro's Pro Art of War Sixx; art of war sixx; pro's pro art of war sixx,Use as market-reference/original-price feature seed; not a used-sale target row.,Historical price is estimated by year FX and MSRP trend; not a scraped invoice.
TCAT-002524,Racket,Entry/recreational,Pro's Pro,Art of War,Sixx,Pro's Pro Art of War Sixx,2025,2024-2025 generation,2018,2026,value,125.49,7950,8750,,49.5,1.28,Estimated from international MSRP/reference + Egypt FX/import multiplier,low-medium,https://www.tennis-warehouse.com/racfinder.html,,Art of War Sixx; Pro's Pro Art of War; Pro's Pro Art of War Sixx; art of war sixx; pro's pro art of war sixx,Use as market-reference/original-price feature seed; not a used-sale target row.,Historical price is estimated by year FX and MSRP trend; not a scraped invoice.
TCAT-002525,Racket,Entry/recreational,Pro's Pro,Art of War,Sixx,Pro's Pro Art of War Sixx,2026,2026 generation/current,2018,2026,value,129.0,8750,8750,,52.97,1.28,Estimated from international MSRP/reference + Egypt FX/import multiplier,low-medium,https://www.tennis-warehouse.com/racfinder.html,,Art of War Sixx; Pro's Pro Art of War; Pro's Pro Art of War Sixx; art of war sixx; pro's pro art of war sixx,Use as market-reference/original-price feature seed; not a used-sale target row.,
TCAT-002526,Racket,Entry/recreational,Pro's Pro,Art of War,Smasher,Pro's Pro Art of War Smasher,2018,2018-2019 generation,2018,2026,value,103.43,2350,8750,,17.86,1.28,Estimated from international MSRP/reference + Egypt FX/import multiplier,low-medium,https://www.tennis-warehouse.com/racfinder.html,,Art of War Smasher; Pro's Pro Art of War; Pro's Pro Art of War Smasher; art of war smasher; pro's pro art of war smasher,Use as market-reference/original-price feature seed; not a used-sale target row.,Historical price is estimated by year FX and MSRP trend; not a scraped invoice.
TCAT-002527,Racket,Entry/recreational,Pro's Pro,Art of War,Smasher,Pro's Pro Art of War Smasher,2019,2018-2019 generation,2018,2026,value,106.33,2300,8750,,16.77,1.28,Estimated from international MSRP/reference + Egypt FX/import multiplier,low-medium,https://www.tennis-warehouse.com/racfinder.html,,Art of War Smasher; Pro's Pro Art of War; Pro's Pro Art of War Smasher; art of war smasher; pro's pro art of war smasher,Use as market-reference/original-price feature seed; not a used-sale target row.,Historical price is estimated by year FX and MSRP trend; not a scraped invoice.
TCAT-002528,Racket,Entry/recreational,Pro's Pro,Art of War,Smasher,Pro's Pro Art of War Smasher,2020,2020-2021 generation,2018,2026,value,109.3,2200,8750,,15.75,1.28,Estimated from international MSRP/reference + Egypt FX/import multiplier,low-medium,https://www.tennis-warehouse.com/racfinder.html,,Art of War Smasher; Pro's Pro Art of War; Pro's Pro Art of War Smasher; art of war smasher; pro's pro art of war smasher,Use as market-reference/original-price feature seed; not a used-sale target row.,Historical price is estimated by year FX and MSRP trend; not a scraped invoice.
TCAT-002529,Racket,Entry/recreational,Pro's Pro,Art of War,Smasher,Pro's Pro Art of War Smasher,2021,2020-2021 generation,2018,2026,value,112.36,2250,8750,,15.68,1.28,Estimated from international MSRP/reference + Egypt FX/import multiplier,low-medium,https://www.tennis-warehouse.com/racfinder.html,,Art of War Smasher; Pro's Pro Art of War; Pro's Pro Art of War Smasher; art of war smasher; pro's pro art of war smasher,Use as market-reference/original-price feature seed; not a used-sale target row.,Historical price is estimated by year FX and MSRP trend; not a scraped invoice.
TCAT-002530,Racket,Entry/recreational,Pro's Pro,Art of War,Smasher,Pro's Pro Art of War Smasher,2022,2022-2023 generation,2018,2026,value,115.51,2850,8750,,19.16,1.28,Estimated from international MSRP/reference + Egypt FX/import multiplier,low-medium,https://www.tennis-warehouse.com/racfinder.html,,Art of War Smasher; Pro's Pro Art of War; Pro's Pro Art of War Smasher; art of war smasher; pro's pro art of war smasher,Use as market-reference/original-price feature seed; not a used-sale target row.,Historical price is estimated by year FX and MSRP trend; not a scraped invoice.
TCAT-002531,Racket,Entry/recreational,Pro's Pro,Art of War,Smasher,Pro's Pro Art of War Smasher,2023,2022-2023 generation,2018,2026,value,118.74,4700,8750,,30.9,1.28,Estimated from international MSRP/reference + Egypt FX/import multiplier,low-medium,https://www.tennis-warehouse.com/racfinder.html,,Art of War Smasher; Pro's Pro Art of War; Pro's Pro Art of War Smasher; art of war smasher; pro's pro art of war smasher,Use as market-reference/original-price feature seed; not a used-sale target row.,Historical price is estimated by year FX and MSRP trend; not a scraped invoice.
TCAT-002532,Racket,Entry/recreational,Pro's Pro,Art of War,Smasher,Pro's Pro Art of War Smasher,2024,2024-2025 generation,2018,2026,value,122.07,7450,8750,,47.7,1.28,Estimated from international MSRP/reference + Egypt FX/import multiplier,low-medium,https://www.tennis-warehouse.com/racfinder.html,,Art of War Smasher; Pro's Pro Art of War; Pro's Pro Art of War Smasher; art of war smasher; pro's pro art of war smasher,Use as market-reference/original-price feature seed; not a used-sale target row.,Historical price is estimated by year FX and MSRP trend; not a scraped invoice.
