item_id,category,condition,brand,model,flaw,age_months,original_price,asking_price,sold_price,currency
25323,Racket,New,Head,Boom Team 2026,,1,13349,15955,14863,EGP
25324,Racket,Like New,Head,Boom Team 2026,,3,13196,12775,11936,EGP
25325,Racket,Used,Head,Boom Team 2026,Minor,21,11473,5946,5723,EGP
25326,Racket,Like New,Head,Boom Team 2026,None,4,11945,10238,9217,EGP
25327,Racket,Like New,Head,Boom Team 2026,,1,12047,12670,12127,EGP
25328,Racket,New,Head,Boom Team 2026,,1,12828,13662,12737,EGP
25329,Racket,Used,Head,Boom Team 2026,,41,11890,5126,4860,EGP
25330,Racket,New,Head,Boom Team 2026,,1,12894,14468,13759,EGP
25331,Racket,Like New,Head,Boom Team 2026,Minor,3,13251,11460,11588,EGP
25332,Racket,New,Head,Boom Team 2026,,0,12982,14512,13987,EGP
25333,Racket,Like New,Head,Boom Team 2026,,6,12607,12068,11141,EGP
25334,Racket,Used,Head,Boom Team 2026,Moderate,42,12576,4194,3889,EGP
25335,Racket,New,Head,Boom Team 2026,None,0,13836,14158,13660,EGP
25336,Racket,Used,Head,Boom Team 2026,Moderate,36,11840,4182,4202,EGP
25337,Racket,Used,Head,Boom Team 2026,None,41,13804,5807,5109,EGP
25338,Racket,Used,Head,Boom Team 2026,Minor,47,12918,4170,4066,EGP
25339,Racket,New,Head,Boom Team 2026,,0,12607,14554,13392,EGP
25340,Racket,Used,Head,Boom Team 2026,None,19,14536,8782,8594,EGP
25341,Racket,Like New,Head,Boom Team 2026,,2,12706,12893,11985,EGP
25342,Racket,New,Head,Boom Team 2026,,0,12636,12878,12735,EGP
25343,Racket,New,Head,Boom Team 2026,,1,12605,14090,13131,EGP
25344,Racket,Like New,Head,Boom Team 2026,,2,11912,10665,10404,EGP
25345,Racket,Used,Head,Boom Team 2026,Major,45,13032,4018,3525,EGP
25346,Racket,Like New,Yonex,EZONE 100 2025,Minor,3,15555,14478,15009,EGP
25347,Racket,Used,Yonex,EZONE 100 2025,Minor,13,13140,8787,7799,EGP
25348,Racket,New,Yonex,EZONE 100 2025,None,0,14944,16919,16039,EGP
25349,Racket,Like New,Yonex,EZONE 100 2025,None,5,15174,12751,13084,EGP
25350,Racket,New,Yonex,EZONE 100 2025,,0,15492,19640,18226,EGP
25351,Racket,New,Yonex,EZONE 100 2025,,0,16116,18874,18520,EGP
25352,Racket,New,Yonex,EZONE 100 2025,,0,14702,18997,15547,EGP
25353,Racket,New,Yonex,EZONE 100 2025,,0,13945,15417,14377,EGP
25354,Racket,Used,Yonex,EZONE 100 2025,Minor,34,14813,6391,6080,EGP
25355,Racket,Like New,Yonex,EZONE 100 2025,Moderate,4,16642,13483,11765,EGP
25356,Racket,Used,Yonex,EZONE 100 2025,Minor,41,17683,7152,6929,EGP
25357,Racket,Used,Yonex,EZONE 100 2025,Minor,29,16617,8481,7908,EGP
25358,Racket,New,Yonex,EZONE 100 2025,None,1,15189,19263,17923,EGP
25359,Racket,Like New,Yonex,EZONE 100 2025,None,5,16353,17578,15839,EGP
25360,Racket,Used,Yonex,EZONE 100 2025,None,13,16640,12257,10828,EGP
25361,Racket,New,Yonex,EZONE 100 2025,,0,14443,16469,15199,EGP
25362,Racket,Like New,Yonex,EZONE 100 2025,Minor,4,13965,13720,12015,EGP
25363,Racket,Used,Yonex,EZONE 100 2025,Minor,48,14243,5818,5457,EGP
25364,Racket,New,Yonex,EZONE 100 2025,,0,15415,19383,17818,EGP
25365,Racket,Like New,Yonex,EZONE 100 2025,Minor,6,14135,13843,12285,EGP
25366,Racket,New,Yonex,EZONE 100 2025,,0,16049,19743,17552,EGP
25367,Racket,Used,Yonex,EZONE 100 2025,Minor,8,15232,10083,9398,EGP
25368,Racket,New,Yonex,EZONE 100 2025,None,0,15263,16698,16308,EGP
25369,Racket,Used,Yonex,EZONE 100 2025,Minor,29,14936,7434,7135,EGP
25370,Racket,Used,Yonex,EZONE 100 2025,Minor,26,13498,8062,7666,EGP
25371,Racket,New,Yonex,EZONE 100 2025,None,0,14496,15041,14582,EGP
25372,Racket,Like New,Yonex,EZONE 100 2025,,6,15240,11996,11703,EGP
25373,Racket,Used,Yonex,EZONE 100 2025,None,48,15207,6849,6615,EGP
25374,Racket,Used,Yonex,EZONE 100 2025,,33,16423,8621,8594,EGP
25375,Racket,New,Yonex,EZONE 100 2025,,0,14627,19355,17001,EGP
25376,Racket,Like New,Yonex,EZONE 100 2025,Moderate,3,15756,11705,10778,EGP
25377,Racket,Like New,Yonex,EZONE 100 2025,None,4,15462,14673,14125,EGP
25378,Racket,Used,Yonex,EZONE 100 2025,Minor,14,16658,9828,9778,EGP
25379,Racket,Like New,Yonex,EZONE 100 2025,Minor,5,15442,15521,13541,EGP
25380,Racket,Used,Yonex,EZONE 100 2025,Minor,40,14067,5975,5413,EGP
25381,Racket,Like New,Yonex,EZONE 100 2025,Minor,3,14564,16140,14722,EGP
25382,Racket,New,Yonex,EZONE 100 2025,,0,15088,19388,17547,EGP
25383,Racket,Like New,Yonex,EZONE 100 2025,,6,15392,15028,14716,EGP
25384,Racket,Used,Yonex,EZONE 100 2025,None,49,14118,5657,5449,EGP
25385,Racket,Used,Yonex,EZONE 100 2025,,21,15200,9280,8551,EGP
25386,Racket,Used,Yonex,EZONE 100 2025,Minor,52,16445,5891,5889,EGP
25387,Racket,New,Yonex,EZONE 100 2025,,0,16579,19087,18091,EGP
25388,Racket,Used,Yonex,EZONE 100 2025,,42,14239,5828,6073,EGP
25389,Racket,Like New,Yonex,EZONE 100 2025,None,7,15435,14629,13932,EGP
25390,Racket,Like New,Yonex,EZONE 100 2025,,3,16497,16144,15161,EGP
25391,Racket,Used,Yonex,EZONE 100 2025,Minor,47,14749,5064,5171,EGP
25392,Racket,Used,Yonex,EZONE 100 2025,Moderate,37,16861,6134,6123,EGP
25393,Racket,New,Yonex,EZONE 100 2025,None,0,15780,18983,18620,EGP
25394,Racket,Used,Yonex,EZONE 100 2025,Moderate,29,15541,6837,6690,EGP
25395,Racket,Like New,Yonex,EZONE 100 2025,,8,16203,14704,13880,EGP
25396,Racket,Like New,Yonex,EZONE 100 2025,,6,15943,15617,13883,EGP
25397,Racket,New,Yonex,EZONE 100 2025,,1,15287,19755,17581,EGP
25398,Racket,Like New,Yonex,EZONE 100 2025,,3,15176,17389,14928,EGP
25399,Racket,Like New,Yonex,EZONE 100 2025,,1,15659,18216,15803,EGP
25400,Racket,New,Yonex,EZONE 100 2025,,0,14738,19923,17342,EGP
25401,Racket,Used,Yonex,EZONE 100 2025,Minor,44,16166,7755,7260,EGP
25402,Racket,Used,Yonex,EZONE 100 2025,Minor,27,14462,7202,6452,EGP
25403,Racket,Like New,Yonex,EZONE 100 2025,Minor,3,15182,17265,14669,EGP
25404,Racket,New,Yonex,EZONE 100 2025,,0,16320,17983,18396,EGP
25405,Racket,Used,Yonex,EZONE 100 2025,,33,14680,8043,7229,EGP
25406,Racket,Like New,Yonex,EZONE 100 2025,,5,14291,11719,13317,EGP
25407,Racket,New,Yonex,EZONE 100 2025,,1,15310,20424,16905,EGP
25408,Racket,Used,Yonex,EZONE 100 2025,Minor,37,14674,6498,6171,EGP
25409,Racket,Used,Yonex,EZONE 100 2025,None,38,13929,6612,6556,EGP
25410,Racket,Used,Yonex,EZONE 100 2025,None,33,14307,7535,7139,EGP
25411,Racket,New,Yonex,EZONE 100 2025,None,0,15081,19705,17796,EGP
25412,Racket,Used,Yonex,EZONE 100 2025,Minor,53,16311,6416,6014,EGP
25413,Racket,New,Yonex,EZONE 100 2025,,1,15785,18730,16394,EGP
25414,Racket,Used,Yonex,EZONE 100 2025,Minor,32,15712,7180,7099,EGP
25415,Racket,New,Yonex,EZONE 100 2025,,0,15681,17733,16794,EGP
25416,Racket,Used,Yonex,EZONE 100 2025,Minor,11,14446,9208,9296,EGP
25417,Racket,Used,Yonex,EZONE 100 2025,,14,14866,11345,11036,EGP
25418,Racket,New,Yonex,EZONE 100 2025,,0,15925,17688,15915,EGP
25419,Racket,Like New,Yonex,EZONE 100 2025,None,6,17063,17431,16223,EGP
25420,Racket,Like New,Yonex,EZONE 100 2025,,2,15384,15984,15623,EGP
25421,Racket,Like New,Yonex,EZONE 100 2025,None,2,15254,16324,15551,EGP
25422,Racket,New,Yonex,EZONE 100 2025,None,1,14648,17893,16097,EGP
25423,Racket,Used,Yonex,EZONE 100 2025,Minor,21,15798,8032,8048,EGP
25424,Racket,Like New,Yonex,EZONE 100 2025,Minor,5,15131,13319,12964,EGP
25425,Racket,New,Yonex,EZONE 100 2025,None,1,16195,17382,16978,EGP
25426,Racket,Used,Yonex,EZONE 100 2025,Minor,43,15226,6646,6457,EGP
25427,Racket,Like New,Yonex,EZONE 100 2025,None,2,14462,13823,14477,EGP
25428,Racket,Like New,Yonex,EZONE 100 2025,None,5,16043,14569,14614,EGP
25429,Racket,Like New,Yonex,EZONE 100 2025,None,3,14844,13028,13302,EGP
25430,Racket,Like New,Yonex,EZONE 100 2025,None,3,15426,17356,15100,EGP
25431,Racket,Used,Yonex,EZONE 100 2025,None,39,14034,6458,6325,EGP
25432,Racket,Used,Yonex,EZONE 100 2025,Moderate,26,15308,6682,5703,EGP
25433,Racket,Used,Yonex,EZONE 100 2025,Minor,42,15054,6964,6403,EGP
25434,Racket,Like New,Yonex,EZONE 100 2025,Moderate,4,14588,11826,11182,EGP
25435,Racket,New,Yonex,EZONE 100 2025,None,1,16567,17066,15965,EGP
25436,Racket,Like New,Yonex,EZONE 100 2025,,3,15318,15526,14246,EGP
25437,Racket,Like New,Yonex,EZONE 100 2025,None,5,15087,14462,13881,EGP
25438,Racket,New,Yonex,EZONE 100 2025,None,0,15658,19925,18476,EGP
25439,Racket,Used,Yonex,EZONE 100 2025,Moderate,16,14693,6954,7485,EGP
25440,Racket,Like New,Yonex,EZONE 100 2025,None,4,16008,17091,16114,EGP
25441,Racket,New,Yonex,EZONE 100 2025,None,1,15718,20169,16707,EGP
25442,Racket,Like New,Yonex,EZONE 100 2025,Minor,3,15228,11901,12559,EGP
25443,Racket,Used,Yonex,EZONE 100 2025,Major,39,14958,4979,4588,EGP
25444,Racket,Used,Yonex,EZONE 100 2025,Minor,32,12159,5529,5240,EGP
25445,Racket,Like New,Yonex,EZONE 100 2025,,3,15204,17027,16256,EGP
25446,Racket,New,Yonex,EZONE 100 2025,,0,15390,17660,16144,EGP
25447,Racket,Used,Yonex,EZONE 100 2025,Minor,36,14057,6567,6220,EGP
25448,Racket,New,Yonex,EZONE 100 2025,,0,15858,20374,17385,EGP
25449,Racket,Used,Yonex,EZONE 100 2025,Minor,28,14600,7438,6794,EGP
25450,Racket,Like New,Yonex,EZONE 100 2025,,6,16019,17279,14170,EGP
25451,Racket,New,Yonex,EZONE 100 2025,,0,14663,16967,16274,EGP
25452,Racket,Like New,Yonex,EZONE 100 2025,,4,16474,15969,14898,EGP
25453,Racket,Used,Yonex,EZONE 100 2025,Moderate,44,14317,5412,4992,EGP
25454,Racket,Used,Yonex,EZONE 100 2025,Moderate,51,14348,3933,4243,EGP
25455,Racket,Like New,Yonex,EZONE 100 2025,,3,16246,17192,16719,EGP
25456,Racket,Used,Yonex,EZONE 100 2025,Minor,53,15191,6075,5444,EGP
25457,Racket,Like New,Yonex,EZONE 100 2025,None,6,16145,14865,13615,EGP
25458,Racket,New,Yonex,EZONE 100 2025,,1,15495,17509,17142,EGP
25459,Racket,Used,Yonex,EZONE 100 2025,Minor,44,14192,5719,5205,EGP
25460,Racket,Like New,Yonex,EZONE 100 2025,,3,14520,13180,13388,EGP
25461,Racket,Used,Yonex,EZONE 100 2025,,15,16929,11821,11370,EGP
25462,Racket,Used,Yonex,EZONE 98 2025,Minor,22,13878,8162,8343,EGP
25463,Racket,Like New,Yonex,EZONE 98 2025,,6,15769,16735,15040,EGP
25464,Racket,New,Yonex,EZONE 98 2025,,0,15835,21071,17754,EGP
25465,Racket,Used,Yonex,EZONE 98 2025,Minor,44,15926,7013,6489,EGP
25466,Racket,Like New,Yonex,EZONE 98 2025,None,2,16293,16441,18018,EGP
25467,Racket,New,Yonex,EZONE 98 2025,None,0,15087,20304,16897,EGP
25468,Racket,Used,Yonex,EZONE 98 2025,Minor,52,17091,6444,6242,EGP
25469,Racket,Used,Yonex,EZONE 98 2025,,46,15168,6594,6219,EGP
25470,Racket,New,Yonex,EZONE 98 2025,,1,15493,18007,16071,EGP
25471,Racket,Like New,Yonex,EZONE 98 2025,None,3,14150,13478,13289,EGP
25472,Racket,Like New,Yonex,EZONE 98 2025,Moderate,5,16185,14217,12036,EGP
25473,Racket,New,Yonex,EZONE 98 2025,,1,15470,19061,17925,EGP
25474,Racket,Used,Yonex,EZONE 98 2025,Minor,23,13352,7662,7305,EGP
25475,Racket,Like New,Yonex,EZONE 98 2025,None,2,16537,16421,15997,EGP
25476,Racket,Used,Yonex,EZONE 98 2025,,37,16590,7831,7749,EGP
25477,Racket,Used,Yonex,EZONE 98 2025,Moderate,46,13089,4778,4183,EGP
25478,Racket,Like New,Yonex,EZONE 98 2025,None,2,13970,15114,13695,EGP
25479,Racket,Used,Yonex,EZONE 98 2025,None,12,14856,10370,9743,EGP
25480,Racket,New,Yonex,EZONE 98 2025,None,0,16165,18173,17006,EGP
25481,Racket,Used,Yonex,EZONE 98 2025,Minor,34,13509,5852,5752,EGP
25482,Racket,New,Yonex,EZONE 98 2025,,1,16710,21251,19718,EGP
25483,Racket,Used,Yonex,EZONE 98 2025,,17,14498,9417,9201,EGP
25484,Racket,New,Yonex,EZONE 98 2025,None,0,15808,17085,17441,EGP
25485,Racket,Used,Yonex,EZONE 98 2025,Minor,38,16125,5715,5875,EGP
25486,Racket,Used,Yonex,EZONE 98 2025,Minor,32,16953,7919,7760,EGP
25487,Racket,Used,Yonex,EZONE 98 2025,Moderate,30,13906,6196,6151,EGP
25488,Racket,Like New,Yonex,EZONE 98 2025,,1,15255,16186,15308,EGP
25489,Racket,Used,Yonex,EZONE 98 2025,Moderate,22,16617,8507,7197,EGP
25490,Racket,Used,Yonex,EZONE 98 2025,Minor,36,15724,7976,7169,EGP
25491,Racket,Used,Yonex,EZONE 98 2025,Minor,34,15815,7480,6860,EGP
25492,Racket,New,Yonex,EZONE 98 2025,None,0,16299,19290,18530,EGP
25493,Racket,Used,Yonex,EZONE 98 2025,Moderate,21,14693,7616,6994,EGP
25494,Racket,New,Yonex,EZONE 98 2025,,0,14722,16658,15884,EGP
25495,Racket,New,Yonex,EZONE 98 2025,None,0,16272,19783,17752,EGP
25496,Racket,Like New,Yonex,EZONE 98 2025,None,3,15444,15366,14362,EGP
25497,Racket,New,Yonex,EZONE 98 2025,None,1,14924,16262,15676,EGP
25498,Racket,New,Yonex,EZONE 98 2025,None,0,14585,20128,17011,EGP
25499,Racket,Used,Yonex,EZONE 98 2025,Moderate,12,14278,7940,7634,EGP
25500,Racket,Used,Yonex,EZONE 98 2025,,21,14600,9984,8659,EGP
25501,Racket,Used,Yonex,EZONE 98 2025,Major,34,15381,4759,4469,EGP
25502,Racket,Used,Yonex,EZONE 98 2025,Moderate,39,14594,5730,5331,EGP
25503,Racket,Like New,Yonex,EZONE 98 2025,None,4,15433,14275,13241,EGP
25504,Racket,New,Yonex,EZONE 98 2025,,1,15488,18402,16856,EGP
25505,Racket,Used,Yonex,EZONE 98 2025,Minor,25,14588,8585,7958,EGP
25506,Racket,Used,Yonex,EZONE 98 2025,Minor,13,16153,11291,10310,EGP
25507,Racket,Used,Yonex,EZONE 98 2025,Moderate,43,15650,5395,5227,EGP
25508,Racket,Like New,Yonex,EZONE 98 2025,Minor,9,15336,13599,12468,EGP
25509,Racket,Like New,Yonex,EZONE 98 2025,,6,16800,18168,16104,EGP
25510,Racket,New,Yonex,EZONE 98 2025,,0,15796,18764,18639,EGP
25511,Racket,Like New,Yonex,EZONE 98 2025,,8,15462,15324,13744,EGP
25512,Racket,Like New,Yonex,EZONE 98 2025,,3,15294,16528,14892,EGP
25513,Racket,Like New,Yonex,EZONE 98 2025,Minor,5,15198,12687,13066,EGP
25514,Racket,Like New,Yonex,EZONE 98 2025,None,5,14342,15105,14448,EGP
25515,Racket,Used,Yonex,EZONE 98 2025,None,43,14301,6372,6299,EGP
25516,Racket,Like New,Yonex,EZONE 98 2025,,2,16636,17791,16521,EGP
25517,Racket,New,Yonex,EZONE 98 2025,,1,14828,16793,16332,EGP
25518,Racket,Used,Yonex,EZONE 98 2025,Minor,25,14807,7544,7319,EGP
25519,Racket,Used,Yonex,EZONE 98 2025,,45,15125,7663,7077,EGP
25520,Racket,New,Yonex,EZONE 98 2025,None,0,15442,20463,18222,EGP
25521,Racket,Used,Yonex,EZONE 98 2025,None,37,16678,7395,7222,EGP
25522,Racket,Used,Yonex,EZONE 98 2025,Minor,19,15269,7312,7206,EGP
25523,Racket,Used,Yonex,EZONE 98 2025,Minor,33,16220,8443,7666,EGP
25524,Racket,New,Yonex,EZONE 98 2025,None,0,13642,16673,16098,EGP
25525,Racket,Like New,Yonex,EZONE 98 2025,None,4,14556,13251,12623,EGP
25526,Racket,New,Yonex,EZONE 98 2025,,0,15057,19628,17767,EGP
25527,Racket,Used,Yonex,EZONE 98 2025,Minor,42,14329,5633,5488,EGP
25528,Racket,New,Yonex,EZONE 98 2025,None,0,14126,16070,15779,EGP
25529,Racket,Like New,Yonex,EZONE 98 2025,Minor,8,15143,13161,12520,EGP
25530,Racket,Like New,Yonex,EZONE 98 2025,Minor,3,15471,16112,14980,EGP
25531,Racket,Used,Yonex,EZONE 98 2025,Moderate,47,13725,4776,4358,EGP
25532,Racket,Used,Yonex,EZONE 98 2025,Minor,35,14645,6989,6533,EGP
25533,Racket,Like New,Yonex,EZONE 98 2025,,4,15917,13416,13440,EGP
25534,Racket,Like New,Yonex,EZONE 98 2025,Moderate,6,16753,12076,11721,EGP
25535,Racket,Used,Yonex,EZONE 98 2025,Minor,24,14218,8148,7861,EGP
25536,Racket,Used,Yonex,EZONE 98 2025,Moderate,33,15217,5483,5554,EGP
25537,Racket,Used,Yonex,EZONE 98 2025,Moderate,33,15693,5407,5437,EGP
25538,Racket,Used,Yonex,EZONE 98 2025,None,8,15639,12210,11728,EGP
25539,Racket,Used,Yonex,EZONE 98 2025,,57,15982,5884,5700,EGP
25540,Racket,Used,Yonex,EZONE 98 2025,None,33,15633,7986,7651,EGP
25541,Racket,Like New,Yonex,EZONE 98 2025,,2,15835,16869,17234,EGP
25542,Racket,Used,Yonex,EZONE 98 2025,Minor,24,14828,7728,7485,EGP
25543,Racket,New,Yonex,EZONE 98 2025,None,0,15212,19894,17950,EGP
25544,Racket,Like New,Yonex,EZONE 98 2025,Minor,4,15572,13279,13040,EGP
25545,Racket,Like New,Yonex,EZONE 98 2025,Minor,6,15054,14297,13333,EGP
25546,Racket,Like New,Yonex,EZONE 98 2025,,5,16339,15778,14612,EGP
25547,Racket,New,Yonex,EZONE 98 2025,None,0,15011,19353,17298,EGP
25548,Racket,New,Yonex,EZONE 98 2025,,0,14471,18426,17076,EGP
25549,Racket,Like New,Yonex,EZONE 98 2025,,1,16073,16483,17427,EGP
25550,Racket,New,Yonex,EZONE 98 2025,,0,14782,18653,16503,EGP
25551,Racket,Used,Yonex,EZONE 98 2025,Major,21,15328,5463,5422,EGP
25552,Racket,New,Yonex,EZONE 98 2025,None,0,14771,18278,17430,EGP
25553,Racket,Used,Yonex,EZONE 98 2025,Minor,25,13040,7093,6624,EGP
25554,Racket,New,Yonex,EZONE 98 2025,,1,16594,16601,17115,EGP
25555,Racket,Used,Yonex,EZONE 98 2025,,43,14129,6229,5559,EGP
25556,Racket,Used,Yonex,EZONE 98 2025,Minor,31,15307,7870,7270,EGP
25557,Racket,Used,Yonex,EZONE 98 2025,Minor,51,14842,5660,5425,EGP
25558,Racket,Used,Yonex,EZONE 98 2025,Moderate,37,13806,5855,5345,EGP
25559,Racket,Used,Yonex,EZONE 98 2025,Minor,27,16532,9938,9108,EGP
25560,Racket,Like New,Yonex,EZONE 98 2025,,2,14661,16242,15184,EGP
25561,Racket,New,Yonex,EZONE 98 2025,,0,15109,17635,16656,EGP
25562,Racket,Like New,Yonex,EZONE 98 2025,None,6,15795,16760,15683,EGP
25563,Racket,New,Yonex,EZONE 98 2025,None,1,16776,19195,16965,EGP
25564,Racket,Like New,Yonex,EZONE 98 2025,None,4,16002,15807,16077,EGP
25565,Racket,New,Yonex,EZONE 98 2025,None,1,14896,17666,16642,EGP
25566,Racket,Used,Yonex,EZONE 98 2025,,39,14658,6765,6637,EGP
25567,Racket,Used,Yonex,EZONE 98 2025,Minor,28,12419,6042,5768,EGP
25568,Racket,New,Yonex,EZONE 98 2025,,1,14358,17795,16177,EGP
25569,Racket,Used,Yonex,EZONE 98 2025,Minor,43,16225,7216,7508,EGP
25570,Racket,New,Yonex,EZONE 98 2025,,0,13887,16713,15213,EGP
25571,Racket,New,Yonex,EZONE 98 2025,,0,16983,23016,20040,EGP
25572,Racket,New,Yonex,EZONE 98 2025,None,0,14155,17813,16639,EGP
25573,Racket,New,Yonex,EZONE 98 2025,None,0,14427,18459,17024,EGP
25574,Racket,New,Yonex,EZONE 98 2025,None,0,15172,18295,17903,EGP
25575,Racket,New,Yonex,EZONE 98 2025,,0,15335,18172,18095,EGP
25576,Racket,Used,Yonex,EZONE 98 2025,Minor,41,15906,6268,6042,EGP
25577,Racket,Like New,Yonex,EZONE 98 2025,Minor,6,15941,13773,13924,EGP
25578,Racket,Used,Yonex,EZONE 98 2025,Minor,37,15651,7016,6958,EGP
25579,Racket,Like New,Yonex,EZONE 98 2025,,4,15106,13378,13697,EGP
25580,Racket,New,Yonex,EZONE 98 2025,None,0,15327,17661,17481,EGP
25581,Racket,Used,Yonex,EZONE 98 2025,Minor,34,14352,6324,6036,EGP
25582,Racket,Used,Yonex,EZONE 98 2025,None,20,14091,7827,7815,EGP
25583,Racket,Like New,Yonex,EZONE 98 2025,,2,15024,14496,13953,EGP
25584,Racket,Used,Yonex,EZONE 98 2025,Moderate,17,14956,7791,7391,EGP
25585,Racket,Like New,Yonex,EZONE 98 2025,Minor,3,14810,14293,12620,EGP
25586,Racket,Used,Yonex,EZONE 100L 2025,Moderate,19,14715,6350,6089,EGP
25587,Racket,Used,Yonex,EZONE 100L 2025,None,14,15614,12241,11850,EGP
25588,Racket,Used,Yonex,EZONE 100L 2025,None,51,15449,6859,6046,EGP
25589,Racket,Like New,Yonex,EZONE 100L 2025,,5,14095,13792,13173,EGP
25590,Racket,New,Yonex,EZONE 100L 2025,None,1,14866,20495,16395,EGP
25591,Racket,Like New,Yonex,EZONE 100L 2025,None,5,14164,13689,12544,EGP
25592,Racket,Used,Yonex,EZONE 100L 2025,,14,15718,11780,11559,EGP
25593,Racket,Like New,Yonex,EZONE 100L 2025,Minor,4,14607,11501,12674,EGP
25594,Racket,Like New,Yonex,EZONE 100L 2025,,3,14341,15012,13244,EGP
25595,Racket,Used,Yonex,EZONE 100L 2025,Minor,35,13889,6326,5735,EGP
25596,Racket,New,Yonex,EZONE 100L 2025,,0,15122,18825,17595,EGP
25597,Racket,Like New,Yonex,EZONE 100L 2025,None,4,14938,14576,13549,EGP
25598,Racket,Like New,Yonex,EZONE 100L 2025,None,2,13830,14251,13751,EGP
25599,Racket,Used,Yonex,EZONE 100L 2025,Moderate,39,14333,5259,5115,EGP
25600,Racket,New,Yonex,EZONE 100L 2025,None,0,13933,16127,15793,EGP
25601,Racket,Like New,Yonex,EZONE 100L 2025,,7,14693,13622,12421,EGP
25602,Racket,Used,Yonex,EZONE 100L 2025,Minor,22,14211,8745,7929,EGP
25603,Racket,Used,Yonex,EZONE 100L 2025,Minor,44,16976,8002,7379,EGP
25604,Racket,New,Yonex,EZONE 100L 2025,,0,15680,18042,16774,EGP
25605,Racket,Used,Yonex,EZONE 100L 2025,Minor,53,14629,4887,4591,EGP
25606,Racket,Like New,Yonex,EZONE 100L 2025,None,4,14114,13989,13167,EGP
25607,Racket,Used,Yonex,EZONE 100L 2025,Major,28,13346,5026,4521,EGP
25608,Racket,Like New,Yonex,EZONE 100L 2025,,5,14224,14080,15029,EGP
25609,Racket,Like New,Yonex,EZONE 100L 2025,Minor,6,15076,14039,12488,EGP
25610,Racket,Used,Yonex,EZONE 100L 2025,Minor,49,13829,5009,5156,EGP
25611,Racket,New,Yonex,EZONE 100L 2025,,0,14672,16236,15819,EGP
25612,Racket,Like New,Yonex,EZONE 100L 2025,Minor,7,15636,14459,14016,EGP
25613,Racket,Used,Yonex,EZONE 100L 2025,,46,14271,6158,6070,EGP
25614,Racket,New,Yonex,EZONE 100L 2025,None,0,14183,17200,16736,EGP
25615,Racket,Like New,Yonex,EZONE 100L 2025,,3,14812,14585,13307,EGP
25616,Racket,Used,Yonex,EZONE 100L 2025,,37,14276,7576,7010,EGP
25617,Racket,Like New,Yonex,EZONE 100L 2025,,2,15138,15708,14784,EGP
25618,Racket,Used,Yonex,EZONE 100L 2025,Major,45,14152,4393,3953,EGP
25619,Racket,Used,Yonex,EZONE 100L 2025,Minor,30,14725,6950,7147,EGP
25620,Racket,Used,Yonex,EZONE 100L 2025,Minor,39,14318,6094,6075,EGP
25621,Racket,New,Yonex,EZONE 100L 2025,,0,14884,15421,16521,EGP
25622,Racket,Like New,Yonex,EZONE 100L 2025,,2,14757,15323,13963,EGP
25623,Racket,Used,Yonex,EZONE 100L 2025,Minor,8,12717,9390,9151,EGP
25624,Racket,New,Yonex,EZONE 100L 2025,,1,15142,17794,16355,EGP
25625,Racket,Used,Yonex,EZONE 100L 2025,Moderate,32,13582,5234,5348,EGP
25626,Racket,Like New,Yonex,EZONE 100L 2025,None,4,14740,17201,15152,EGP
25627,Racket,Like New,Yonex,EZONE 100L 2025,None,4,14880,16910,14613,EGP
25628,Racket,Like New,Yonex,EZONE 100L 2025,,4,14595,14285,12841,EGP
25629,Racket,New,Yonex,EZONE 100L 2025,,1,14506,16701,16022,EGP
25630,Racket,Used,Yonex,EZONE 100L 2025,Minor,52,11920,4031,4176,EGP
25631,Racket,New,Yonex,EZONE 100L 2025,,1,14635,17566,16877,EGP
25632,Racket,Used,Yonex,EZONE 100L 2025,None,33,13784,7238,6415,EGP
25633,Racket,Like New,Yonex,EZONE 100L 2025,None,3,15641,14650,16054,EGP
25634,Racket,New,Yonex,EZONE 100L 2025,,0,13146,14252,13359,EGP
25635,Racket,Used,Yonex,EZONE 100L 2025,,25,13410,7613,6816,EGP
25636,Racket,Like New,Yonex,EZONE 100L 2025,,4,14609,13783,12907,EGP
25637,Racket,Used,Yonex,EZONE 100L 2025,Minor,38,14862,6700,6657,EGP
25638,Racket,Like New,Yonex,EZONE 100L 2025,None,5,16302,17813,15501,EGP
25639,Racket,Used,Yonex,EZONE 100L 2025,Moderate,35,16117,6351,6119,EGP
25640,Racket,Used,Yonex,EZONE 100L 2025,Minor,25,13829,7478,6836,EGP
25641,Racket,Used,Yonex,EZONE 100L 2025,Minor,9,14165,10361,9139,EGP
25642,Racket,Used,Yonex,EZONE 100L 2025,Minor,30,14352,6604,6577,EGP
25643,Racket,Used,Yonex,EZONE 100L 2025,Minor,17,14606,8416,8993,EGP
25644,Racket,Like New,Yonex,EZONE 100L 2025,None,4,16018,15933,14933,EGP
25645,Racket,Used,Yonex,EZONE 100L 2025,,40,14153,6915,6510,EGP
25646,Racket,Like New,Yonex,EZONE 100L 2025,,6,14128,14371,14126,EGP
25647,Racket,Like New,Yonex,EZONE 100L 2025,Minor,3,13998,14078,12350,EGP
25648,Racket,Like New,Yonex,EZONE 100L 2025,None,2,15062,18090,16294,EGP
25649,Racket,Used,Yonex,EZONE 100L 2025,,14,15503,10955,10505,EGP
25650,Racket,Used,Yonex,EZONE 100L 2025,Minor,11,14409,9248,8614,EGP
